id,region,year,text,sentiment,dimensions
1575,United Kingdom,2016-11,Poisonous culture fostered by political gaming The world under Sam was pretty tough but it was performance based. Under J-S it is malevolent and deeply political,negative,Recognition
1576,Singapore,2016-08,Lack of adequate development opportunities. Alot of focus on 'serving time' in junior positions. The hierarchy within procurement function is too steep. Lack of decision making power at junior levels does not come as a surprise given it's a multinational company. High impetus on a 'serious' than a 'sincere' work culture.,negative,Leadership|Respect|Collaboration
1577,Australia,2016-10,"Very limited career advancement. Unless you get a sponsor, you have no chance",negative,Belonging
1578,Australia,2016-08,none that i can remember,negative,Collaboration
1579,United Kingdom,2016-08,Can be difficult to navigate a large company - build networks locally and internationally - this will help hugely.,positive,Belonging
1580,Australia,2016-09,2013-2014 was a tough time for the resource industry,negative,Inclusion
1581,American,2016-08,Significant amount of administrative requirements,positive,Respect
1582,Canada,2016-09,Spinning off value added industries could lead to being very vulnerable to volatile metal maker prices in a global economy.,negative,Inclusion
1583,Australia,2016-09,no carrier progression or HR services No sick leaves or bonuses,negative,Respect
1584,Australia,2016-10,Appears that there is minimum development for long term employees. Business future seems unstable making it worrying about the future.,negative,Collaboration
1585,Singapore,2016-09,"hierachy, process, communication, divisions, manual",positive,Leadership
1586,American,2016-08,"Did not foster movement for mining engineers throughout the business. Not a lot of support through graduate program. Got the feeling that if you got good at something, you were ""pigeon-holed"" and stuck doing that one thing.",negative,Inclusion|Belonging
1587,United Kingdom,2016-08,"Under resourced for output expectation, very political and lacks unity. Not such a supportive environment lately, imbalance in workloads, needs fluid resource allocation",negative,Leadership|Belonging
1588,American,2016-08,"The ability to play office politics is now a required skill at Rio Tinto. Most senior leaders survive because they say yes to their leaders. If you work hard and commit to the company it will count for nothing when the cutbacks occur. If you have an issue you have to ring a call centre in Manilla and listen to some one read a script to you, with an American accent.",positive,Respect|Collaboration|Leadership
1589,American,2016-07,"The uncertainty that started at the end of the boom with rolling redundancies and restructures every few months was frustrating and made following projects through to the end almost impossible. Those with great mentors within the company were able to be promoted with ease, whilst others were left to flounder. Very safety and health conscious during the boom times however it rapidly went downhill afterwards as they continually cut health and safety teams and training.",negative,Collaboration|Leadership|Respect
1590,United Kingdom,2016-06,Big corporate company; a lot of waste. Also could do with more training opportunities to help graduates develop better.,negative,Belonging|Inclusion
1591,Canada,2016-06,"Too much instability Culture of outsourcing everything in India, Poland etc... Management treats pleople like commodities, no human aspects, consideration for your career aspirations, just blatant favouritism everywhere. They always ask for more and more and they give you less and less. It is simply not a place to work for except for money. Very negative place.",negative,Leadership|Recognition|Collaboration
1592,American,2016-05,"Standard big company stuff. Lots of processes, lack of efficiency, politics, silo effects of different business units competing against each other for outcomes/budgets etc. The interesting engineering work was outsourced to EPCMs so internal engineers did not get to work on them. ""Senior"" engineers were not actually that senior in terms of their technical experience but just years in the workforce so not a great environment for a junior engineer wanting to learn the ropes.",negative,Belonging|Leadership|Inclusion|Respect
1593,Australia,2016-05,"Staff cuts went far too far in the Final Solution (where all the 'thinkers' were let go), and most of the organisation's intellectual property destroyed for good. If you're a 'yes' man or woman right now, you'll do well. No longer a leader but a follower. Company has lost the ability to be a free-thinker, back to its Leigh Clifford-era conservatism. Once keen to push the envelope now wants to do the bare minimum. HR departments very poor. Several experiences of great internationally-renowned talent wanting to join the Group but HR incompetence saw them get cold feet. Salary benchmarking non-existent. Talent management program essentially a front for senior management to move their 'favourites' up the ladder quicker (saw evidence of managers rigging scores to keep the 'doers in the basement' as such doing their work for them). I loved my time at Rio Tinto, but looking back am very glad I left when I did. It's a completely different organisation now (I meet up regularly with current employees). I would still just recommend them, as riding the next wave could be exciting.....if you can wait that long.",negative,Collaboration|Belonging|Leadership|Inclusion
1594,Australia,2016-05,"Persistent long hours, doing more with less, Now Now Now attitude from superintendants",negative,Leadership
